,Semilla,Algoritmo,Kilometros,Evaluaciones,Solucion
0,105882979,Tabu_search,410.4857389330862,3135,[14  9 13 12 14 13 12 11 11 16 17 23  9 13 16 17]
0,52952089,Random_search,422.2943416357651,100,[14 10 14 14 15 15 10 12 10 17 12 19 10 15 17 16]
0,52952089,Local_search,419.88622227215615,607,[12  7 13 14 13 13 12 12 10 14 16 21  8 13 19 23]
0,52952089,Simulated_annealing,700.9768938101406,351,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,52952089,Tabu_search,408.10440696212333,3185,[13 10 13 14 15 14 12  9 10 16 16 19  8 13 19 19]
0,34762993,Random_search,414.07680615394395,100,[13 12 14 13 16 16  9 10 13 15 15 19  9 14 16 16]
0,34762993,Local_search,421.0937076700604,980,[13  7 13 13 14 14 11 10 10 14 16 20  8 13 19 25]
0,34762993,Simulated_annealing,691.9568621774793,340,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,34762993,Tabu_search,412.9626656122236,3181,[14  9 13 14 14 13 12  9 10 12 15 22  8 13 19 23]
0,79447450,Random_search,412.5836082725545,100,[11 10 14 17 17 15 12 10 11 11 15 19 11 14 17 16]
0,79447450,Local_search,419.3372326325682,849,[13  9 13 12 14 13 11 11 11 15 13 20  8 13 16 28]
0,79447450,Simulated_annealing,691.9568621774793,336,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,79447450,Tabu_search,413.521567249327,3198,[13  8 13 13 15 13 11 10 11 13 17 20  8 13 16 26]
0,13764016,Random_search,417.6642273607714,100,[16 11 14 15 15 15 10 12 13 11 13 19 11 14 16 15]
0,13764016,Local_search,404.175212802174,646,[12  8 13 14 16 13 11 10 11 14 17 22  8 13 16 22]
0,13764016,Simulated_annealing,687.715914373544,433,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,13764016,Tabu_search,399.05587104626954,3188,[12  9 13 14 16 13 12 10 11 13 17 22  8 13 16 21]
0,17947965,Random_search,419.2327375290652,100,[10 11 16 14 15 14 17 11 10 14 12 19 10 16 16 15]
0,17947965,Local_search,414.9938278604306,695,[15  7 13 14 15 14 12  9 10 13 16 20  8 13 18 23]
0,17947965,Simulated_annealing,669.8054932288169,292,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,17947965,Tabu_search,412.35583336625973,3176,[15  9 13 13 15 13 12  9 11 13 16 20 16 13 16 16]
0,195056510,Random_search,401.0692232094522,100,[11 11 16 14 18 14 11 10 11 13 16 19 11 14 16 15]
0,195056510,Local_search,418.24531741124906,324,[17 10 13 13 14 13 12  9 10 17 14 19  8 13 19 19]
0,195056510,Simulated_annealing,657.5247745895651,336,[17  7 13  6  8 13  8  9  6 10 10 18  8 13 15 59]
0,195056510,Tabu_search,407.400438788325,3175,[17  8 13 13 16 14 12  9 11 14 15 20  8 13 16 21]
0,123750165,Random_search,412.0842006327777,100,[10 10 14 15 16 14 13 11 12 17 13 19 10 14 16 16]
0,123750165,Local_search,431.1302447295315,752,[12  9 13 12 12 13 10 11 13 14 17 20  8 13 16 27]
0,123750165,Simulated_annealing,700.9768938101406,367,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,123750165,Tabu_search,405.50884134483937,3185,[10 12 13 14 15 13 12 13 11 12 17 19 13 13 16 17]
0,178047937,Random_search,415.2749071018653,100,[13 11 16 14 18 15 10 12 11 15 11 19 10 14 16 15]
0,178047937,Local_search,403.05570553011836,761,[11  8 13 14 16 13 12  9 11 14 19 23  8 13 16 20]
0,178047937,Simulated_annealing,710.6216337716162,343,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,178047937,Tabu_search,392.76893169974534,3198,[11 12 13 14 16 14 13 11 11 12 17 21  8 13 16 18]
0,119801116,Random_search,416.625503567024,100,[11 12 15 15 19 14 11 12 11 11 12 19 11 14 18 15]
0,119801116,Local_search,404.2050649386461,528,[ 9 10 13 14 16 14 12 13 10 15 14 24  8 13 18 17]
0,119801116,Simulated_annealing,731.8287694421822,373,[ 9  7 13  6  8 13  8  9  6 10 10 18  8 13 15 67]
0,119801116,Tabu_search,403.4289453692318,3194,[ 9 10 14 14 16 14 12 13 10 12 16 24  8 13 18 17]
0,54513752,Random_search,423.86854426132567,100,[11 10 14 10 18 14 11 15 10 17 14 19 10 14 18 15]
0,54513752,Local_search,411.10169098966526,697,[16  8 13 13 14 14 12  9 11 14 16 20  8 13 16 23]
0,54513752,Simulated_annealing,663.1765146581573,363,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 15 60]
0,54513752,Tabu_search,408.5575689148829,3175,[16  9 13 14 15 13 12  9 11 12 16 20 12 13 16 19]
0,12454538,Random_search,414.34650375570646,100,[13 12 15 15 15 14 10 13 10 15 15 19  9 14 16 15]
0,12454538,Local_search,421.05528170216445,564,[12  7 13 14 13 13 12 12 10 14 16 20  8 13 19 24]
0,12454538,Simulated_annealing,700.9768938101406,368,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,12454538,Tabu_search,408.3562744273466,3187,[12  9 13 14 15 14 11 10 10 13 16 22  8 13 19 21]
0,55533878,Random_search,417.8746813565542,100,[12 11 15 13 15 14 14 10 11 11 18 19 11 15 16 15]
0,55533878,Local_search,427.39843300067605,690,[15  7 13 11 12 13 10 11 11 15 16 25  8 13 16 24]
0,55533878,Simulated_annealing,669.8054932288169,320,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,55533878,Tabu_search,402.52519613272426,3184,[14 10 13 14 16 14 15  9 10 12 15 21  8 13 18 18]
0,163855585,Random_search,407.629375201962,100,[12 12 14 14 17 16 13 10 10 12 14 19 10 14 16 17]
0,163855585,Local_search,403.85956060414213,485,[12  8 13 14 15 13 12 11 11 14 17 22  8 13 16 21]
0,163855585,Simulated_annealing,687.715914373544,435,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,163855585,Tabu_search,400.2866507168586,3178,[11 10 13 14 16 14 12 12 11 12 17 22 11 13 16 16]
0,116071777,Random_search,412.64856096212253,100,[11  9 16 16 16 14 15 11 11 11 12 19 14 14 16 15]
0,116071777,Local_search,422.91792674019786,900,[11  7 13 12 14 13 12 12 10 14 16 23  8 13 19 23]
0,116071777,Simulated_annealing,710.6216337716162,329,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,116071777,Tabu_search,409.3656884473529,3182,[11  8 13 14 16 13 12 10 10 15 15 22  8 13 19 21]
0,190046771,Random_search,423.3193766440411,100,[13 13 14 15 15 16 15 10 13 11 11 19 10 14 16 15]
0,190046771,Local_search,396.9266755595794,551,[11 10 13 14 17 13 12 10 11 12 16 24  8 13 16 20]
0,190046771,Simulated_annealing,710.6216337716162,416,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,190046771,Tabu_search,407.0804752455391,3187,[11 10 16 14 16 14 12 10 11 13 17 19  9 13 19 16]
0,24128025,Random_search,411.2329403494684,100,[11 10 17 14 16 14 11 13 11 14 12 19 12 14 16 16]
0,24128025,Local_search,428.9527303489196,458,[12  7 13 14 13 13 11  9 13 12 20 21  8 13 19 22]
0,24128025,Simulated_annealing,687.715914373544,414,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,24128025,Tabu_search,409.98322505563567,3186,[12  7 13 13 16 13 12 10 11 14 17 21  8 13 16 24]
0,148302710,Random_search,408.99194329187924,100,[16 12 14 14 14 14 12 11 11 12 14 19 11 14 16 16]
0,148302710,Local_search,425.2560456002144,802,[11  7 13 12 14 13 12 12 10 14 16 21  8 13 19 25]
0,148302710,Simulated_annealing,710.6216337716162,308,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,148302710,Tabu_search,393.8663187869796,3164,[12 10 13 14 16 14 12 10 11 19 17 21  8 13 16 14]
0,153447139,Random_search,412.1861094553549,100,[11 11 15 14 17 15 12 11 12 12 14 19 11 15 16 15]
0,153447139,Local_search,430.66116925375013,448,[12  9 13 10 13 13 11  9 14 20 17 20  8 13 16 22]
0,153447139,Simulated_annealing,700.9768938101406,356,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,153447139,Tabu_search,405.6561011498141,3166,[10  9 17 14 16 14 12 10 10 12 17 22  8 17 15 17]
0,80950467,Random_search,416.5866106315986,100,[13 13 14 14 16 14 14 10 11 11 13 19 12 14 17 15]
0,80950467,Local_search,410.99909849386495,759,[10  9 13 14 14 13 11 14 11 13 17 21  8 13 16 23]
0,80950467,Simulated_annealing,719.6971983746898,384,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,80950467,Tabu_search,408.5911556288686,3187,[10 11 13 14 14 13 12 14 11 12 17 21 12 14 15 17]
0,30583885,Random_search,413.6996759743829,100,[15 11 14 15 14 15 11 11 12 12 15 19 10 14 16 16]
0,30583885,Local_search,406.97805533908155,723,[18  7 13 13 17 13 10 13 11 13 12 20  8 13 16 23]
0,30583885,Simulated_annealing,649.3049040431077,300,[18  7 13  6  8 13  8  9  6 10 10 18  8 13 15 58]
0,30583885,Tabu_search,411.39284320447797,3182,[18  8 13 13 16 13 11 12 10 13 13 20  8 13 19 20]
0,117455728,Random_search,413.1236659113916,100,[10 10 14 15 16 15 10 12 10 16 17 19 10 14 16 16]
0,117455728,Local_search,410.92823392731026,636,[15  9 13 12 15 13 11  9 11 14 16 21  8 13 16 24]
0,117455728,Simulated_annealing,669.8054932288169,358,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,117455728,Tabu_search,410.47512534850677,3175,[18  9 13 14 16 13 10 12 10 12 14 20  8 13 18 20]
0,34036302,Random_search,418.29472220444006,100,[13 12 14 17 17 14 10 10 10 12 13 19 13 14 17 15]
0,34036302,Local_search,403.98924629241594,480,[11  8 13 14 16 13 11 11 11 14 17 22  8 13 17 21]
0,34036302,Simulated_annealing,710.6216337716162,364,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,34036302,Tabu_search,399.94376705206173,3182,[11  8 13 14 16 13 12 11 11 14 17 23  8 13 16 20]
0,183001726,Random_search,420.42317176747105,100,[11 10 16 14 16 18 10 14 10 12 14 19 10 14 16 16]
0,183001726,Local_search,414.42412676368446,643,[13  7 13 13 15 13 11 10 10 16 16 24  8 13 19 19]
0,183001726,Simulated_annealing,676.9778304021888,426,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 17 61]
0,183001726,Tabu_search,414.3243504606936,3185,[13 10 13 14 13 14 13 11 10 15 16 19 10 13 19 17]
0,138483096,Random_search,407.34562683545835,100,[11 12 14 14 17 14 14 12 10 14 13 19 10 14 16 16]
0,138483096,Local_search,418.4691549635428,377,[11 10 15 14 12 14 12 10 12 14 16 21  8 13 16 22]
0,138483096,Simulated_annealing,710.6216337716162,377,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,138483096,Tabu_search,417.32011101581855,2949,[11 10 16 14 12 14 12 10 12 14 16 21  8 13 16 21]
0,156038692,Random_search,412.38797940790397,100,[10 10 14 13 16 14 13 10 10 18 18 19 10 14 16 15]
0,156038692,Local_search,413.62337802272066,514,[11  7 13 14 14 13 12 12 10 16 16 24  8 13 19 18]
0,156038692,Simulated_annealing,710.6216337716162,324,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,156038692,Tabu_search,415.10098277096483,3035,[11  8 13 14 13 14 12 13 10 16 15 24  8 14 18 17]
0,126901456,Random_search,413.6977028430565,100,[10 12 15 12 17 15 12 10 10 13 17 19 12 14 16 16]
0,126901456,Local_search,404.7506944931882,646,[11  9 13 14 16 14 10 11 10 14 16 24  8 13 18 19]
0,126901456,Simulated_annealing,698.5808563147792,407,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 17 63]
0,126901456,Tabu_search,405.0400033317637,3190,[11 11 13 14 16 14 12 11 10 15 16 19 10 13 18 17]
0,120153367,Random_search,414.5018229990405,100,[11  9 16 14 16 15 13 10 14 15 13 19  9 14 16 16]
0,120153367,Local_search,411.64268646807886,500,[16  9 13 14 13 14 12  9 10 12 16 24  8 13 19 18]
0,120153367,Simulated_annealing,663.1765146581573,339,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 15 60]
0,120153367,Tabu_search,408.803034535472,3192,[16  9 13 14 14 14 13  9 10 12 15 24  8 13 18 18]
0,84585910,Random_search,408.40043793120196,100,[14  9 16 15 16 14 12 10 14 11 16 19  9 14 16 15]
0,84585910,Local_search,403.40212131030336,443,[16  9 13 14 14 13 12  9 11 12 16 25  8 13 16 19]
0,84585910,Simulated_annealing,649.915535221561,403,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 17 58]
0,84585910,Tabu_search,401.71340168548124,3185,[16 10 13 14 14 13 12  9 11 13 16 23  8 14 15 19]
0,111964567,Random_search,418.3036921062932,100,[12 12 18 14 14 14 10 14 10 11 17 19 10 14 16 15]
0,111964567,Local_search,407.660057672214,846,[11  7 13 14 16 13 12 11 11 14 17 20  8 13 16 24]
0,111964567,Simulated_annealing,698.5808563147792,414,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 17 63]
0,111964567,Tabu_search,400.89285348432287,3188,[11  9 13 14 16 13 12 11 11 13 16 22  8 13 16 22]
0,111035187,Random_search,410.0032377247447,100,[12 11 17 15 16 14 10 10 10 13 15 19 12 15 16 15]
0,111035187,Local_search,406.52093181862506,642,[10  8 13 13 15 14 12 13 11 14 17 23  8 13 16 20]
0,111035187,Simulated_annealing,719.6971983746898,375,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,111035187,Tabu_search,404.15217217835647,3162,[10 10 13 12 16 14 12 14 11 14 16 23  8 13 16 18]
0,198927966,Random_search,413.30988742532213,100,[12 12 16 15 15 15 10 12 10 13 15 19 10 14 16 16]
0,198927966,Local_search,404.6367936804508,735,[10  7 13 14 17 13 10 11 11 14 16 26  8 13 16 21]
0,198927966,Simulated_annealing,719.6971983746898,327,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,198927966,Tabu_search,401.8984767942943,3185,[10  9 13 13 16 13 12 12 11 14 17 22  8 13 16 21]
0,76677631,Random_search,410.98601480071767,100,[16 10 17 15 17 16 11 10 11 11 12 19 10 14 16 15]
0,76677631,Local_search,420.9890867575096,633,[15  7 13 11 14 13 12  9 11 15 17 22  8 13 16 24]
0,76677631,Simulated_annealing,669.8054932288169,322,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,76677631,Tabu_search,403.5885479865936,3188,[11 10 13 14 16 14 12 11 10 14 14 22  8 13 18 20]
0,199709093,Random_search,421.36237993106835,100,[11 10 14 14 16 14 14 10 15 11 14 19 11 16 16 15]
0,199709093,Local_search,425.07497971880116,595,[13  9 13 13 12 13 10  9 14 14 18 21  8 13 16 24]
0,199709093,Simulated_annealing,687.555951462936,415,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 16 62]
0,199709093,Tabu_search,418.40327228817154,3175,[ 8  7 13 13 15 14  9 15 11 15 17 26  8 13 15 21]
0,12188082,Random_search,410.73656754922337,100,[10 12 17 13 16 14 11 13 13 13 13 19 11 14 16 15]
0,12188082,Local_search,420.37731028317614,524,[14  7 13 13 16 13 11 16 10 13 12 20  8 13 19 22]
0,12188082,Simulated_annealing,680.8811777031481,338,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,12188082,Tabu_search,424.09078887338114,3192,[14  7 13 13 17 13 10 17 11 11 12 20 13 13 17 19]
0,131685111,Random_search,407.53083129101714,100,[13 15 15 16 15 14 12 10 11 11 15 19  9 14 16 15]
0,131685111,Local_search,400.1665506748112,349,[11  9 13 14 16 13 11 11 11 12 17 25  8 13 16 20]
0,131685111,Simulated_annealing,710.6216337716162,372,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,131685111,Tabu_search,392.75890741547767,3188,[11 12 13 14 16 13 12 11 11 13 17 22  8 13 16 18]
0,133970907,Random_search,423.5409143559835,100,[10 15 14 15 16 15 10 10 15 13 14 19  9 14 16 15]
0,133970907,Local_search,414.494023659353,647,[11  7 13 13 16 13 10 11 11 14 17 20  8 13 16 27]
0,133970907,Simulated_annealing,710.6216337716162,297,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,133970907,Tabu_search,416.4756339033853,3192,[11  9 13 14 14 13 11 12 10 13 16 20  8 13 19 24]
0,107696148,Random_search,413.75986259700886,100,[17 10 15 15 16 14 10 13  9 12 13 19 10 16 16 15]
0,107696148,Local_search,408.1702401485001,884,[13  8 13 14 17 14  9  9 11 14 16 21  8 13 15 25]
0,107696148,Simulated_annealing,691.9568621774793,387,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,107696148,Tabu_search,406.21132833080725,3173,[13  9 13 14 15 13 12 10 11 12 17 20  9 13 16 23]
0,70758626,Random_search,416.4754543259268,100,[13 11 14 15 17 17 11 11 10 12 12 19 12 15 16 15]
0,70758626,Local_search,418.02628166703477,500,[10  7 13 12 15 13 12 12 10 16 16 24  8 13 19 20]
0,70758626,Simulated_annealing,719.6971983746898,416,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,70758626,Tabu_search,399.7401729799336,3186,[10  9 13 14 16 13 12 12 11 13 17 22  8 13 16 21]
0,192332959,Random_search,418.9704508720084,100,[15 12 14 14 14 17 10 12 10 12 16 19 10 14 16 15]
0,192332959,Local_search,397.294065966503,363,[11 11 13 14 16 13 12 11 11 13 17 20  8 13 16 21]
0,192332959,Simulated_annealing,710.6216337716162,397,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,192332959,Tabu_search,392.75890741547767,3191,[11 12 13 14 16 13 12 11 11 13 17 22  8 13 16 18]
0,12296637,Random_search,415.8735776797212,100,[11 10 17 13 15 14 11 13 10 17 14 19 10 14 16 16]
0,12296637,Local_search,403.28564835379774,1072,[10  7 13 14 17 14 10 11 11 14 16 26  8 13 16 20]
0,12296637,Simulated_annealing,719.6971983746898,442,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,12296637,Tabu_search,403.2297251008883,3166,[12 11 13 12 15 13 14 11 11 14 17 22 11 13 16 15]
0,109830547,Random_search,409.89490579726987,100,[12 11 14 13 17 14 14 10 11 13 13 19 14 14 16 15]
0,109830547,Local_search,422.13001950162516,677,[14  7 13 13 14 13 11  9 10 14 16 20  8 13 19 26]
0,109830547,Simulated_annealing,680.8811777031481,311,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,109830547,Tabu_search,412.5294626311644,3167,[14  9 13 13 14 13 11 10 11 13 17 20  8 13 16 25]
0,114994605,Random_search,409.86947934562085,100,[11 11 14 11 18 14 15 10 11 14 16 19 11 14 16 15]
0,114994605,Local_search,421.0138792158456,596,[18  7 13 14 14 13 11  9 10 12 15 21  8 13 19 23]
0,114994605,Simulated_annealing,649.3049040431077,312,[18  7 13  6  8 13  8  9  6 10 10 18  8 13 15 58]
0,114994605,Tabu_search,411.61882886801766,3165,[18  9 13 14 15 13 12  9 10 12 16 20  8 13 19 19]
0,87633916,Random_search,421.03632388979565,100,[15 12 14 13 13 14 14 12 10 13 14 19 11 14 17 15]
0,87633916,Local_search,416.0901453852321,822,[13  9 13 12 13 13 11 12 11 14 17 23  8 13 16 22]
0,87633916,Simulated_annealing,691.9568621774793,349,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,87633916,Tabu_search,413.44246996563743,3189,[13  8 13 14 13 13 12 11 10 15 16 24  8 13 19 18]
0,148907201,Random_search,416.1682945289555,100,[17 11 14 13 15 14 14 10 11 13 13 19 10 15 16 15]
0,148907201,Local_search,409.58009808751405,568,[ 9  9 13 14 17 13 12 11 10 12 16 22  8 13 19 22]
0,148907201,Simulated_annealing,731.8287694421822,326,[ 9  7 13  6  8 13  8  9  6 10 10 18  8 13 15 67]
0,148907201,Tabu_search,400.36248132304587,3197,[ 9 12 13 14 17 13 12 12 11 13 13 22  8 13 16 22]
0,108318102,Random_search,411.0402722662876,100,[10 11 14 17 16 15 13 13 10 13 13 19 10 14 17 15]
0,108318102,Local_search,418.69761787465063,665,[10  8 13 11 14 14 12 14 11 15 17 22  8 13 16 22]
0,108318102,Simulated_annealing,719.6971983746898,332,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,108318102,Tabu_search,405.23184142460076,3185,[10  7 13 13 16 14 13 12 11 14 17 23  8 13 16 20]
0,144442586,Random_search,416.13518201964325,100,[10 10 14 16 16 14 13 12 10 11 13 19 13 15 17 17]
0,144442586,Local_search,396.15659474087585,755,[11  9 13 14 17 14 12 10 11 14 16 23  8 13 16 19]
0,144442586,Simulated_annealing,698.5808563147792,429,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 17 63]
0,144442586,Tabu_search,397.01685193439016,3188,[11 12 13 14 15 13 12 12 11 13 17 21  8 13 16 19]
0,1255449,Random_search,412.25593291644435,100,[11 13 15 13 18 14 11 10 10 14 14 19 10 14 17 17]
0,1255449,Local_search,448.7336988771413,500,[19  7 13  9 12 13 11  9 10 14 15 22  8 13 19 26]
0,1255449,Simulated_annealing,643.2678961182787,273,[19  7 13  6  8 13  8  9  6 10 10 18  8 13 15 57]
0,1255449,Tabu_search,417.59013714780707,3189,[17  8 13 11 14 14 12  9 11 15 16 22 10 13 16 19]
0,126068415,Random_search,409.4190554599067,100,[10 10 16 14 18 14 10 10 10 17 14 19 10 15 16 17]
0,126068415,Local_search,415.80953245389634,520,[17  7 13 14 15 13 11  9 10 12 15 23  8 13 19 21]
0,126068415,Simulated_annealing,657.5247745895651,328,[17  7 13  6  8 13  8  9  6 10 10 18  8 13 15 59]
0,126068415,Tabu_search,409.72313749514524,3187,[17  8 13 13 15 13 12  9 11 13 16 21  8 13 16 22]
0,53867372,Random_search,424.4226179049955,100,[16 12 14 14 13 16 10 11 12 11 14 19 13 14 16 15]
0,53867372,Local_search,426.316292637786,667,[14  7 13 10 14 13 11  9 10 18 16 27  8 13 19 18]
0,53867372,Simulated_annealing,680.8811777031481,308,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,53867372,Tabu_search,427.65899057199414,3183,[12  7 13 13 11 14 13 15 11 13 17 24  8 13 16 20]
0,21259955,Random_search,408.47097937523404,100,[11 11 14 12 17 14 14 10 10 14 17 19 12 14 16 15]
0,21259955,Local_search,417.2498260166031,725,[12  8 13 12 13 13 12 13 11 14 17 24  8 13 16 21]
0,21259955,Simulated_annealing,700.9768938101406,335,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,21259955,Tabu_search,410.40051262180594,3155,[12  9 13 12 14 13 12 12 11 14 16 25  9 13 16 19]
0,108606944,Random_search,416.3620045940821,100,[10 11 15 16 15 14 11 12 12 13 15 19 12 14 16 15]
0,108606944,Local_search,404.6161413772539,445,[13  9 13 14 15 14 12  9 10 12 16 25  8 13 19 18]
0,108606944,Simulated_annealing,676.9778304021888,430,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 17 61]
0,108606944,Tabu_search,400.78155365129334,3192,[13 11 15 14 16 14 14  9 10 12 16 19  8 13 18 18]
0,55922457,Random_search,412.6649897639944,100,[15 10 14 15 16 15 13 14 10 12 12 19  9 15 16 15]
0,55922457,Local_search,422.5093114781422,657,[10  7 13 12 15 13 12 12 10 14 16 21  8 13 19 25]
0,55922457,Simulated_annealing,719.6971983746898,336,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,55922457,Tabu_search,409.66936217800543,3189,[16  9 13 14 16 14 12  9 10 12 16 20 10 14 18 17]
0,174181560,Random_search,419.61488873197624,100,[10 10 14 17 16 14 11 12 12 17 12 19 10 15 16 15]
0,174181560,Local_search,426.6526171895686,815,[10  8 13 14 13 13 12  9 15 13 19 20  8 13 19 21]
0,174181560,Simulated_annealing,719.6971983746898,356,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,174181560,Tabu_search,418.6038995033709,3190,[10 10 13 14 15 13 12  9 13 13 19 19  8 13 19 20]
0,82043068,Random_search,420.9853029046997,100,[12 12 14 13 14 14 12 11 13 13 14 19 14 14 16 15]
0,82043068,Local_search,399.7501160688919,560,[15 10 13 14 16 14 12  9 11 12 16 20  8 13 16 21]
0,82043068,Simulated_annealing,669.8054932288169,388,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,82043068,Tabu_search,395.53812258351905,3187,[15 12 13 14 16 13 12  9 11 12 16 21  8 13 16 19]
0,37401574,Random_search,421.67329013039176,100,[11 11 17 16 15 15 11 12 14 11 12 19 10 15 16 15]
0,37401574,Local_search,420.3193066486851,552,[14  8 13 12 13 13 12 11 11 14 17 20  8 13 16 25]
0,37401574,Simulated_annealing,680.8811777031481,328,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,37401574,Tabu_search,403.48885435939724,3196,[15  7 13 14 16 13 12  9 11 14 16 23  8 13 16 20]
0,12410183,Random_search,417.3441456518096,100,[12 10 14 14 14 14 12 14 10 15 16 19 10 14 17 15]
0,12410183,Local_search,409.4814912955358,891,[15  7 13 14 14 13 10  9 11 14 16 26  8 13 16 21]
0,12410183,Simulated_annealing,669.8054932288169,363,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,12410183,Tabu_search,404.44982188426104,3196,[15  9 13 14 14 13 12  9 11 12 17 23  8 13 16 21]
0,74960849,Random_search,416.1237877096008,100,[10 11 14 17 17 14 10 10 10 11 17 19 13 14 16 17]
0,74960849,Local_search,420.4860075648005,574,[12  7 13 12 15 13 11 11 10 14 16 23  8 13 19 23]
0,74960849,Simulated_annealing,687.715914373544,405,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,74960849,Tabu_search,414.5661841550439,3179,[12  9 13 14 13 14 11 12 10 13 16 22  8 13 19 21]
0,43755197,Random_search,412.9041383059622,100,[14 10 14 14 14 14 14 10 10 16 14 19 10 14 17 16]
0,43755197,Local_search,407.12512256405796,561,[18  9 13 14 17 13 10 11 10 12 14 22  8 13 18 18]
0,43755197,Simulated_annealing,649.3049040431077,323,[18  7 13  6  8 13  8  9  6 10 10 18  8 13 15 58]
0,43755197,Tabu_search,406.80734260779946,3186,[18  9 13 14 17 13 10 12 10 13 13 21 10 13 18 16]
0,177692029,Random_search,412.22559046735256,100,[11 10 15 15 15 16 16 12 10 12 13 19 10 15 16 15]
0,177692029,Local_search,420.48710915566954,838,[14  7 13 12 14 13 11  9 10 14 16 27  8 13 19 20]
0,177692029,Simulated_annealing,680.8811777031481,306,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,177692029,Tabu_search,408.19871087489673,3191,[14  8 13 14 14 14 13 10 11 13 17 21 10 13 16 19]
0,10154429,Random_search,417.9172774192859,100,[13 12 16 12 17 15 11 11 10 12 16 19 11 14 16 15]
0,10154429,Local_search,403.4291055076327,568,[15  8 13 14 14 14 12  9 11 14 17 23  8 13 16 19]
0,10154429,Simulated_annealing,669.8054932288169,348,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,10154429,Tabu_search,394.4967218495028,3177,[11 12 15 14 17 13 12 10 11 12 17 20  9 14 15 18]
0,162966591,Random_search,413.7477234319805,100,[10 15 14 15 17 14 10 10 11 11 16 19 12 14 16 16]
0,162966591,Local_search,412.8583498957971,816,[11  7 13 14 16 13 12 11 10 14 16 20  8 13 18 24]
0,162966591,Simulated_annealing,710.6216337716162,361,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,162966591,Tabu_search,412.6778618163736,3198,[12  9 13 14 15 14 12 10 10 12 16 20 12 14 18 19]
0,142248961,Random_search,413.7597420972856,100,[12 10 16 17 17 16 10 10 11 16 12 19  9 14 16 15]
